t_id_predio;numero_predial;t_id_tramitecatastral;t_id_fuenteadministrativa;ente_emisor;oficina_origen;ciudad_origen;numero_fuente
739008;470010102000001490016000000000;1180390;298375;NOTARIA TERCERA DE SANTA MARTA;;;138
1040750;470010108000000060902902140138;1182748;489440;NOTARIA CUARTA DE SANTA MARTA;;;3037
864681;470010103000002160008000000000;1184591;462717;NOTARIA SEGUNDA DE SANTA MARTA;;;2110
829558;470010106000000310168000000000;1186186;488369;NOTARIA SEGUNDA DE SANTA MARTA;;;650
722780;470010002000000070905915030290;1180781;326559;NOTARIA TERCERA DE SANTA MARTA;;;1524
1040900;470010002000000070903915050299;1183460;378068;NOTARIA SEGUNDA DE SANTA MARTA;;;1769
1052482;470010002000000070903908020146;1183428;378052;NOTARIA SEGUNDA DE SANTA MARTA;;;2428
719709;470010002000000070902901020006;1185240;467619;NOTARIA TERCERA DE SANTA MARTA;;;2310
1024059;470010002000000076901903030358;1187542;500822;NOTARIA 4;;;283
659727;470010115000000730901900000085;1180360;298280;NOTARIA SEGUNDA DE SANTA MARTA;;;2072
1041495;470010002000000070903919050380;1183327;377880;NOTARIA SEGUNDA DE SANTA MARTA;;;1690
676002;470010106000002900018000000000;1184328;421752;NOTARIA TERCERA DE SANTA MARTA;;;1842
721904;470010002000000070903909010161;1183385;378022;NOTARIA SEGUNDA DE SANTA MARTA;;;2504
678192;470010115000002680006000000000;1185315;448486;NOTARIA TERCERA DE SANTA MARTA;;;1551
722116;470010002000000070903918020346;1183333;377883;NOTARIA SEGUNDA DE SANTA MARTA;;;344
779940;470010800000000840003000000000;1180535;299082;NOTARIA TERCERA DE SANTA MARTA;;;842
691240;470010106000000560901902020074;1182230;346598;NOTARIA 4;;;168
1045463;470010002000000070905912040234;1182483;347721;NOTARIA TERCERA DE SANTA MARTA;;;857
968580;470010002000000070905911050218;1187007;492290;NOTARIA TERCERA DE SANTA MARTA;;;1898
1044226;470010107000000970026000000000;1185717;483957;NOTARIA 1 SANTA MARTA;;;308
1069767;470010002000000070902910020188;1182685;348936;NOTARIA TERCERA DE SANTA MARTA;;;2744
1069751;470010002000000070902908040155;1182721;349316;NOTARIA TERCERA DE SANTA MARTA;;;2929
728609;470010104000000910903901000195;1185864;478284;NOTARIA TERCERA DE SANTA MARTA;;;139
722818;470010002000000070905918030349;1183529;378252;NOTARIA TERCERA DE SANTA MARTA;;;1873
1044560;470010002000000070902907030132;1182846;354141;NOTARIA TERCERA DE SANTA MARTA;;;2642
1003549;470010002000000070905904040076;1187145;497465;NOTARIA TERCERA DE SANTA MARTA;;;1516
657741;470010002000000076901905010469;1181141;342536;NOTARIA 4;;;2170
