t_id_predio;numero_predial;matricula_inmobiliaria
831373;470010102000002060002000000000;10400660003628
804529;470010101000001900016000000000;11178         
883506;470010005000000010024000000000;10202860027668
803844;470010103000003050013000000000;10317010013059
762265;470010102000000070003000000000;10203930085668
773381;470010113000000760014000000000;10201510013841
833005;470010113000000410007000000000;10200490002627
913063;470010105000002160002000000000;2020147054572
781633;470010103000000440011000000000;10301700013059
762442;470010102000002620002000000000;10104620011866
814651;470010103000003130021000000000;10301700013059
735867;470010104000001420026000000000;10104330029267
812369;470010102000000260025000000000;10202740064668
845494;470010109000001710009000000000;10102350031559
853631;470010109000001590018000000000;10102350031559
765181;470010101000001080012000000000;20203770075268
811942;470010103000003720008000000000;10100240003351
788532;470010113000001160002000000000;10104470034157
786336;470010103000002180029000000000;10102820015967
712199;470010103000002180015000000000;10203410079168
908375;470010103000007980179000000000;10104460066973
768105;470010106000001770005000000000;10200080055971
827815;470010101000000280007000000000;10200360004857
848839;470010103000001980003000000000;10302130012656
728739;470010103000002020011000000000;10204080048657
791055;470010102000000610037000000000;20104750011864
708802;470010101000000050006000000000;20200350002760
843228;470010109000001990005000000000;10102350031559
796873;470010109000001730005000000000;10102350031559
904879;470010102000003590008000000000;10101920035667
918574;470010106000000130018000000000;10102530013174
744535;470010109000001420003000000000;10102350031559
786644;470010101000002000027000000000;10103230028073
791154;470010112000000090012000000000;10104440001569
726829;470010102000001140013000000000;10203250075263
915203;470010106000000420004000000000;10202570137765
844503;470010103000003120005000000000;10301700013059
902602;470010102000000440028000000000;20205300055857
765111;470010105000001030015000000000;10102610054271
880033;470010106000000090010000000000;10300250151264
863187;470010109000001660001000000000;10102350031559
768971;470010109000001340011000000000;10102350031559
900787;470010101000000620011000000000;10200960010945
843493;470010106000000790014000000000;20102240008768
864623;470010109000001400015000000000;10102350031559
882718;470010101000000280020000000000;20103270001155
829775;470010109000001500005000000000;10102350031559
735875;470010101000000670016000000000;10200300013568
834588;470010109000001300017000000000;10102350031559
721728;470010003000000050048000000000;10202350077470
851841;470010103000003140014000000000;10301700013059
822250;470010109000001780001000000000;10104350035267
805400;470010103000007520002000000000;10100240003351
822290;470010109000001780017000000000;10104350035267
820920;470010109000001230009000000000;10102350031559
864828;470010102000001580008000000000;10104620013573
911124;470010105000001100002000000000;10104310018162
908138;470010103000001750002000000000;10200010001065
845196;470010109000001550020000000000;10102350031559
863039;470010101000001380017000000000;10200260015168
825363;470010102000001350024000000000;10104160055273
703925;470010103000003130003000000000;10301700013059
830733;470010102000000040014000000000;10203680097266
917706;470010109000000420011000000000;10400640008356
